price,beds_baths_area,address
"165,000","221,333 sqft","The Links East Tower, The Links, The Views"
"115,000",11929 sqft,"Al Majara 1, Al Majara Marina"
"95,000",11978 sqft,"The Links East Tower, The Links, The Views"
"135,000","221,379 sqft","Tanaro, The Views"
"85,000","221,200 sqft","Indigo Tower, JLT Cluster D, Jumeirah Lake Towers (JLT)"
"21,000",01369 sqft,"Lakeside Tower C, Lakeside Production City (IMPZ)"
"135,000","231,323 sqft","Shams 2, Shams, Jumeirah Beach Residence (JBR)"
"460,000","241,207 sqft","La Cote Tower 2, La Cote, Port De La Mer, La Mer, Jumeirah"
"135,000","231,289 sqft","Shams 2, Shams, Jumeirah Beach Residence (JBR)"
"90,000",11821 sqft,Azure Marina
"190,000","221,783 sqft","Index Tower, DIFC"
"199,990","331,630 sqft","Creekside 18 Tower B, Creekside 18 Creek Harbour, The Lagoons"
"42,000","121,100 sqft","Mogul, Discovery Gardens"
"79,997","231,452 sqft","Sherlock House 1, Sherlock House, Uptown Motor City, Motor City"
"36,000",12785 sqft,"Axis 2, Axis Residence Silicon Oasis"
"300,000","333,698 sqft","Golden Mile 2, Golden Mile, Palm Jumeirah"
"40,000",12924 sqft,Bermuda Views Sports City
"90,000",12909 sqft,"Blakely Tower, Park Island Marina"
"89,999","341,426 sqft","Binghatti Avenue, Al Jaddaf"
"22,000",01484 sqft,"X-12, England Cluster, International City"
"26,000",01401 sqft,"Lawnz by Danube, International City"
"135,000","221,323 sqft","Shams 2, Shams, Jumeirah Beach Residence (JBR)"
"74,500",11975 sqft,"Belgravia 1, Belgravia, JVC District 11, Jumeirah Village Circle (JVC)"
"35,000",01517 sqft,"Villa Myra, JVC District 15, Jumeirah Village Circle (JVC)"
"58,000","121,646 sqft","Fox Hill 5, Fox Hill, Uptown Motor City, Motor City"
"36,000",01600 sqft,"Shamal Waves, JVC District 14, Jumeirah Village Circle (JVC)"
"55,000",12650 sqft,"Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC)"
"36,000",12832 sqft,Desert Sun Residence Complex
"58,999","241,375 sqft","Autumn 1 Block B, Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC)"
"75,000",12853 sqft,"Jumeirah Bay X1, JLT Cluster X (Jumeirah Bay Towers), Jumeirah Lake Towers (JLT)"
"38,000",11700 sqft,"Al Bahri Grand Residence, Al Warqaa 1, Al Warqaa"
"70,000",11752 sqft,"Creek Horizon Tower 1, Creek Horizon Creek Harbour, The Lagoons"
"85,000","231,448 sqft","Icon Tower 2, JLT Cluster L, Jumeirah Lake Towers (JLT)"
"24,000",01384 sqft,"Royal Residence 1, Royal Residence Sports City"
"32,000",01538 sqft,"Mulberry 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC)"
"380,000","233,066 sqft","Ashjar, Al Barari"
"290,000","351,821 sqft","Boulevard Point, Downtown Dubai"
"130,000","221,143 sqft","Creekside 18 Tower B, Creekside 18 Creek Harbour, The Lagoons"
"40,000",12828 sqft,"Ritaj Block F, Ritaj (Residential Complex), Phase 2 Investment Park (DIP)"
"78,000","231,103 sqft","Al Waleed Paradise, JLT Cluster R, Jumeirah Lake Towers (JLT)"
"90,000","331,425 sqft","Binghatti Avenue, Al Jaddaf"
"60,000",01454 sqft,Time Place Marina
"320,000","342,379 sqft","The Residence 4, The Residences, Downtown Dubai"
"37,000",12850 sqft,"Cleopatra Tower, Living Legendsland"
"320,000","342,379 sqft","The Residence 4, The Residences, Downtown Dubai"
"37,000",12850 sqft,"Cleopatra Tower, Living Legendsland"
"210,000","342,181 sqft","Al Basri, Shoreline Apartments, Palm Jumeirah"
"180,000","342,146 sqft",23 Marina Marina
"36,000","121,100 sqft","Hassani 20, Nad Al Hamar"
"85,000",11900 sqft,"Burj Views Podium, Burj Views, Downtown Dubai"
"340,000","351,821 sqft","Boulevard Point, Downtown Dubai"
"380,000","352,041 sqft","Opera Grand, Downtown Dubai"
"44,990",12850 sqft,"Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC)"
"48,000",12706 sqft,"Binghatti Avenue, Al Jaddaf"
"43,000",12768 sqft,"The Square Tower, JVC District 13, Jumeirah Village Circle (JVC)"
"199,990","231,363 sqft","Boulevard Point, Downtown Dubai"
"45,000",12660 sqft,"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC)"
"60,000",12879 sqft,"Armada Tower 3, Armada Towers, JLT Cluster P, Jumeirah Lake Towers (JLT)"
"39,000",12931 sqft,"Dubai Co-operative Society Building, Al Qusais 2, Al Qusais Residential Area, Al Qusais"
"105,000",12816 sqft,"Silverene Tower B, Silverene Marina"
"70,000",12740 sqft,Dorrabay Marina
"42,000",11707 sqft,"Al Ramth 15, Al Ramth, Remraam"
"26,899",01392 sqft,"Elz Residence, Arjan"
"165,000",12771 sqft,"Marina Gate 2, Marina Gate Marina"
"175,000","342,633 sqft",Marina Mansions Marina
"43,000",12748 sqft,Hera Tower Sports City
"30,000",01405 sqft,"Carson Tower A, Carson - The Drive, DAMAC Hills"
"120,000","241,534 sqft","Polo Residence, Meydan Avenue, Meydan City"
"41,999",12928 sqft,"Siena 1, Siena, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"360,000","342,265 sqft","Ruby, Tiara Residences, Palm Jumeirah"
"90,000","121,146 sqft","Rimal 2, Rimal, Jumeirah Beach Residence (JBR)"
"36,000","121,177 sqft","Sheffield Classic Apartments, Central Business District, International City"
"23,000",01409 sqft,"MAG 555, Mag 5 Boulevard South"
"170,000","341,610 sqft","Park Heights 2, Park Heights Hills Estate"
"31,998",01500 sqft,"Geepas Tower, Arjan"
"60,000",12952 sqft,"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT)"
"140,000","121,118 sqft","SLS Dubai Hotel & Residences, Business Bay"
"57,000",22928 sqft,"Zahra Apartments 2B, Zahra Apartments, Town Square"
"58,000",12492 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"47,999",12659 sqft,"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC)"
"36,999",11480 sqft,"UNA Apartments, Town Square"
"60,000",12690 sqft,"Dream Tower 1, Dream Towers Marina"
"229,990","351,790 sqft",5242 Towers Marina
"30,000",01405 sqft,"Carson Tower A, Carson - The Drive, DAMAC Hills"
"90,000","231,283 sqft","Lake Shore Tower, JLT Cluster Y, Jumeirah Lake Towers (JLT)"
"105,000","121,432 sqft","Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT)"
"120,000",22888 sqft,Park Point Hills Estate
"100,000","231,568 sqft",The Cascades Marina
"32,000",12700 sqft,"Mazaya 7, Queue Point, Liwan"
"42,000",12966 sqft,Stadium Point Sports City
"85,000",12752 sqft,"MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT)"
"53,000",12799 sqft,"Dream Tower 1, Dream Towers Marina"
"65,000",11820 sqft,"Tower 2 Wharf, Culture Village"
"54,000",01397 sqft,"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC)"
"85,000",22981 sqft,"Ontario Tower, Business Bay"
"80,000",12595 sqft,"Silverene Tower A, Silverene Marina"
"49,999","231,066 sqft","Global Golf Residence 2, Global Golf Residence Sports City"
"87,999",11745 sqft,"The Cove Creek Harbour, The Lagoons"
"100,000","231,305 sqft",Princess Tower Marina
"149,999","221,443 sqft","Paloma, Marina Promenade Marina"
"75,000","331,647 sqft",Al Rabia Towerland
"115,000","121,046 sqft","The Residence 1, The Residences, Downtown Dubai"
"38,000",12774 sqft,"Axis 8, Axis Residence Silicon Oasis"
"45,000","221,450 sqft","Lootha Building, Al Nahda 2, Al Nahda (Dubai)"
"32,999",12785 sqft,"C2, Boulevard Apartments, The Pulse South"
"115,000","221,258 sqft",The Torch Marina
"49,999","121,064 sqft","Rose 1, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC)"
"280,000","242,444 sqft","Oceana Pacific, Oceana, Palm Jumeirah"
"45,000",22946 sqft,"Global Green View 1, Global Green View, Central Business District, International City"
"42,000","221,063 sqft","Skycourts Tower B, Skycourts Towers Residence Complex"
"70,000",12668 sqft,"Merano Tower, Business Bay"
"199,000","221,350 sqft","Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"115,000","231,440 sqft","Executive Tower J, Executive Towers, Business Bay"
"53,000",12889 sqft,"Sandoval Garden, JVC District 14, Jumeirah Village Circle (JVC)"
"135,000","341,797 sqft","Sadaf 5, Sadaf, Jumeirah Beach Residence (JBR)"
"30,000",01478 sqft,Bella Rose Science Park
"100,000","121,000 sqft","Aurora, Marina Promenade Marina"
"35,000",11780 sqft,"Benaa G10 Building, Phase 3, International City"
"40,000",01415 sqft,"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC)"
"29,999",01405 sqft,"Carson Tower C, Carson - The Drive, DAMAC Hills"
"55,000",22896 sqft,Binghatti Point Silicon Oasis
"65,000",22936 sqft,"Safi 2, Safi Apartments, Town Square"
"37,000",11729 sqft,"Diamond Views III, Diamond Views, JVC District 14, Jumeirah Village Circle (JVC)"
"40,000",12746 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"48,000","121,257 sqft","Siena 2, Siena, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"140,000","321,665 sqft","Al Ghaf 4, Al Ghaf, The Greens"
"34,000",12776 sqft,"Indigo Spectrum 2, International City"
"90,000","331,426 sqft","Binghatti Avenue, Al Jaddaf"
"85,000",12715 sqft,"Standpoint Tower 2, Standpoint Towers, Downtown Dubai"
"50,000","221,199 sqft","Zero Zero Building, Al Nahda 2, Al Nahda (Dubai)"
"49,000",12759 sqft,"Binghatti Avenue, Al Jaddaf"
"100,000","121,045 sqft","Park Tower B, Park Towers, DIFC"
"45,000",12878 sqft,"Al Dana Tower, JVC District 12, Jumeirah Village Circle (JVC)"
"42,000","111,033 sqft","Diamond Views II, Diamond Views, JVC District 14, Jumeirah Village Circle (JVC)"
"50,000",12729 sqft,"Binghatti Avenue, Al Jaddaf"
"310,000","342,288 sqft","Sapphire, Tiara Residences, Palm Jumeirah"
"57,000",22887 sqft,"Safi 1, Safi Apartments, Town Square"
"54,999",01509 sqft,"Signature Livings, JVC District 10, Jumeirah Village Circle (JVC)"
"95,000",12788 sqft,"Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"35,000",01536 sqft,"Villa Myra, JVC District 15, Jumeirah Village Circle (JVC)"
"250,000","231,463 sqft","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR)"
"28,000",01433 sqft,"Rakayez DB1, Phase 2, Al Furjan"
"75,000",22884 sqft,"Binghatti Avenue, Al Jaddaf"
"80,000","331,425 sqft","Binghatti Avenue, Al Jaddaf"
"43,000","121,000 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"35,000",01623 sqft,"Regent House 2, Regent House, Uptown Motor City, Motor City"
"45,000","121,050 sqft","Rose 1, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC)"
"84,000","221,128 sqft","Pulse Smart Residence, JVC District 11, Jumeirah Village Circle (JVC)"
"120,000","231,287 sqft",Marina Heights Tower Marina
"48,000",12646 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC)"
"41,999",12838 sqft,"Building 49, Mediterranean, Discovery Gardens"
"200,000","231,363 sqft","Boulevard Point, Downtown Dubai"
"42,000",11590 sqft,"Murano Residences 2, Murano Residences, Al Furjan"
"30,000",01527 sqft,"Building 58, Mediterranean, Discovery Gardens"
"154,990","351,756 sqft","J5, Al Sufouh 1, Al Sufouh"
"70,000","231,508 sqft","Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC)"
"70,000",21760 sqft,"The Nook, Wasl Gate"
"110,000",11822 sqft,"La Cote Tower 1, La Cote, Port De La Mer, La Mer, Jumeirah"
"55,000",12823 sqft,"DEC Tower 1, DEC Towers Marina"
"55,000",11482 sqft,Collective 2.0 Hills Estate
"46,000",12820 sqft,"Syann Park 1, Syann Park, Arjan"
"240,000","352,102 sqft","South Ridge 6, South Ridge Towers, Downtown Dubai"
"60,000",11943 sqft,"Norton Court 3, Norton Court, Uptown Motor City, Motor City"
"65,000",22990 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"60,000",11943 sqft,"Norton Court 3, Norton Court, Uptown Motor City, Motor City"
"65,000",22990 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"145,000",12790 sqft,"Jumeirah Living Marina Gate, Marina Gate Marina"
"38,000",12762 sqft,"Afnan 5, Afnan District, Midtown Production City (IMPZ)"
"70,000",22980 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"47,000",12707 sqft,"Binghatti Avenue, Al Jaddaf"
"60,000","121,158 sqft","New Dubai Gate 1, JLT Cluster Q, Jumeirah Lake Towers (JLT)"
"65,000",12895 sqft,"Binghatti Avenue, Al Jaddaf"
"55,000","231,050 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"45,000",12968 sqft,"Cleopatra Tower, Living Legendsland"
"55,000","221,250 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"100,000","121,002 sqft","Aurora, Marina Promenade Marina"
"65,000","221,800 sqft","Snooker Point Building, Oud Metha, Bur Dubai"
"70,000",21760 sqft,"The Nook, Wasl Gate"
"63,999","231,134 sqft","Dania 4, Dania District, Midtown Production City (IMPZ)"
"24,000",01312 sqft,"Ritaj Block K, Ritaj (Residential Complex), Phase 2 Investment Park (DIP)"
"65,000",12682 sqft,"Park Central, Business Bay"
"85,000",12921 sqft,ANWA Maritime City
"84,000",12609 sqft,"Silverene Tower A, Silverene Marina"
"44,000",11898 sqft,"Al Fouad Building, Al Furjan"
"500,000","452,814 sqft","Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"65,000",12819 sqft,"Tower 2 Wharf, Culture Village"
"33,000",01650 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"30,000",12731 sqft,"N-04, Persia Cluster, International City"
"90,000","121,155 sqft","Bahar 1, Bahar, Jumeirah Beach Residence (JBR)"
"35,000",12762 sqft,"Afnan 5, Afnan District, Midtown Production City (IMPZ)"
"120,000",12794 sqft,"La Cote Tower 2, La Cote, Port De La Mer, La Mer, Jumeirah"
"60,000",11716 sqft,"Park Vista, JVC District 13, Jumeirah Village Circle (JVC)"
"130,000","231,291 sqft","Rimal 1, Rimal, Jumeirah Beach Residence (JBR)"
"33,000",01457 sqft,"Sandoval Garden, JVC District 14, Jumeirah Village Circle (JVC)"
"65,000",12854 sqft,"Jumeirah Bay X1, JLT Cluster X (Jumeirah Bay Towers), Jumeirah Lake Towers (JLT)"
"230,000","342,168 sqft","Marinascape Avant, Marinascape Marina"
"110,000",11677 sqft,5242 Towers Marina
"38,000",12736 sqft,"Diamond Views II, Diamond Views, JVC District 14, Jumeirah Village Circle (JVC)"
"54,000","231,122 sqft","Cleopatra Tower, Living Legendsland"
"78,000","121,097 sqft",Marina Sail Marina
"65,000",22883 sqft,"Safi 1, Safi Apartments, Town Square"
"55,000","221,100 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"27,000",01584 sqft,"Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT)"
"227,999","352,124 sqft","Dubai Creek Residence Tower 3 South Creek Harbour, The Lagoons"
"32,000",01516 sqft,"Mogul, Discovery Gardens"
"124,990","241,200 sqft","Park Place Tower, Sheikh Zayed Road"
"240,000","341,779 sqft","A2, The Hills A, The Hills"
"33,000",01580 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"35,000",11660 sqft,"Al Manara Tower, JVT District 4, Jumeirah Village Triangle (JVT)"
"105,000","121,002 sqft","Beauport, Marina Promenade Marina"
"28,000",12699 sqft,"Riviera Lake View Apartments, Central Business District, International City"
"60,000",01567 sqft,"Mosela Waterside Residences, Mosela, The Views"
"140,000","342,132 sqft","Dickens Circus 2, Dickens Circus, Uptown Motor City, Motor City"
"90,000",11841 sqft,"Al Majara 2, Al Majara Marina"
"60,000","221,022 sqft","Al Riffa 1 Building, Al Raffa, Bur Dubai"
"50,000","121,000 sqft","Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC)"
"110,000","231,506 sqft","Executive Tower B, Executive Towers, Business Bay"
"112,000","121,304 sqft","Golden Mile 9, Golden Mile, Palm Jumeirah"
"49,000","231,113 sqft",Red Residence Sports City
"85,000",22981 sqft,"Ontario Tower, Business Bay"
"34,000",01452 sqft,"Bayt Al Muteena 02, Al Muteena, Deira"
"149,999","341,945 sqft","Executive Tower G, Executive Towers, Business Bay"
"42,000","221,600 sqft","Al Falasi Building, Al Nahda 2, Al Nahda (Dubai)"
"80,000","221,153 sqft","The Palladium, JLT Cluster C, Jumeirah Lake Towers (JLT)"
"140,000","231,449 sqft","Zanzebeel 2, Zanzebeel, Old Town"
"57,000","121,055 sqft","Widcombe House 4, Widcombe House, Uptown Motor City, Motor City"
"100,000",12851 sqft,"29 Boulevard 2, 29 Boulevard, Downtown Dubai"
"125,000","221,302 sqft","Park Place Tower, Sheikh Zayed Road"
"65,000",22931 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"65,000",12820 sqft,"Tower 2 Wharf, Culture Village"
"110,000",11679 sqft,5242 Towers Marina
"110,000","231,447 sqft","Sadaf 7, Sadaf, Jumeirah Beach Residence (JBR)"
"80,000","331,248 sqft","Al Riffa 1 Building, Al Raffa, Bur Dubai"
"99,999",12875 sqft,Cayan Tower Marina
"43,000",12819 sqft,Golf View Sports City
"40,000",11478 sqft,"UNA Apartments, Town Square"
"165,000","221,126 sqft",5242 Towers Marina
"80,000",12863 sqft,"Travo Tower B, Travo, The Views"
"65,000",22963 sqft,"Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC)"
"90,000",12903 sqft,Marina Sail Marina
"200,000","221,140 sqft","Sunrise Bay, EMAAR Beachfront Harbour"
"100,000",12751 sqft,"MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT)"
"98,000","231,156 sqft","Bahar 1, Bahar, Jumeirah Beach Residence (JBR)"
"75,000","231,115 sqft","Park Central, Business Bay"
"220,000","221,171 sqft","Beach Vista 1, Beach Vista, EMAAR Beachfront Harbour"
"43,000",12582 sqft,"Al Ramth 15, Al Ramth, Remraam"
"55,000","121,425 sqft","Fox Hill 3, Fox Hill, Uptown Motor City, Motor City"
"80,000",12839 sqft,"Waves Tower, Business Bay"
"45,000",12992 sqft,"Florence 1, Florence, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"28,000",01434 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"130,000",23988 sqft,"Park Ridge Tower C, Park Ridge Hills Estate"
"190,000","231,426 sqft","Boulevard Point, Downtown Dubai"
"135,000","231,302 sqft","Bonaire Tower, Park Island Marina"
"38,000",12764 sqft,"Montrose Residence B, Montrose Residences Science Park"
"56,000",11714 sqft,"Marina Diamond 6, Marina Diamonds Marina"
"134,995","341,807 sqft","Al Andalus Tower F, Al Andalus, Jumeirah Golf Estates"
"270,000","221,709 sqft","Oceana Baltic, Oceana, Palm Jumeirah"
"33,000",01520 sqft,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC)"
"120,000",22956 sqft,"Park Heights 2, Park Heights Hills Estate"
"47,000",12707 sqft,"Binghatti Avenue, Al Jaddaf"
"40,999",12850 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"85,000","232,000 sqft","Fox Hill 7, Fox Hill, Uptown Motor City, Motor City"
"115,000","342,607 sqft","Ritaj Block H, Ritaj (Residential Complex), Phase 2 Investment Park (DIP)"
"44,999",12996 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC)"
"120,000",12891 sqft,"Index Tower, DIFC"
"20,000",01473 sqft,"M-07, Persia Cluster, International City"
"155,000","342,684 sqft","Tower 3 Wharf, Culture Village"
"75,000","231,733 sqft","May Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"49,000",22934 sqft,"Lawnz by Danube, International City"
"119,000",12861 sqft,"Azizi Mina, Palm Jumeirah"
"28,000",01412 sqft,"Plazzo Residence, JVT District 2, Jumeirah Village Triangle (JVT)"
"43,000",12980 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"42,000",12566 sqft,"Al Ramth 15, Al Ramth, Remraam"
"35,000",01515 sqft,"Building 88, Arjan"
"50,000",11502 sqft,"Oasis Residence, Barsha Heights (Tecom)"
"100,000",12972 sqft,"Zanzebeel 3, Zanzebeel, Old Town"
"26,000",01349 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"28,000",01493 sqft,"Building 59, Mediterranean, Discovery Gardens"
"65,000",12805 sqft,"V3 Tower, JLT Cluster V, Jumeirah Lake Towers (JLT)"
"95,000","351,959 sqft","Abraj Al Mamzar Block A, Abraj Al Mamzar, Al Mamzar"
"149,999","231,449 sqft","Zanzebeel 2, Zanzebeel, Old Town"
"114,999","121,297 sqft","8 Boulevard Walk, Mohammad Bin Rashid Boulevard, Downtown Dubai"
"23,000",01417 sqft,"MAG 505, Mag 5 Boulevard South"
"38,000",11707 sqft,"Manara 3, Manara, Badrah Waterfront"
"65,000",11742 sqft,"Harbour Views 2, Harbour Views Creek Harbour, The Lagoons"
"115,000","211,571 sqft","Park Gate Residence, Al Kifaf, Bur Dubai"
"70,000","221,599 sqft","Al Ramth 39, Al Ramth, Remraam"
"59,999",11738 sqft,"Al Arta 1, Al Arta, The Greens"
"44,999",12918 sqft,"Mediterranean Tower, Canal Residence West Sports City"
"39,999",01455 sqft,"Safeer Tower 1, Business Bay"
"130,000","231,368 sqft","Noora, Al Habtoor City, Business Bay"
"90,000","221,150 sqft",La Riviera Marina
"64,990",11820 sqft,"Dubai Wharf, Culture Village"
"140,000","221,391 sqft","Rimal 4, Rimal, Jumeirah Beach Residence (JBR)"
"350,000","342,105 sqft","Boulevard Point, Downtown Dubai"
"47,000","121,000 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"59,990",12957 sqft,"Art Tower XV, Business Bay"
"31,999",01576 sqft,Arena Apartments Sports City
"40,000",11480 sqft,"UNA Apartments, Town Square"
"85,000",12896 sqft,Marina Sail Marina
"49,000","121,100 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"50,000",22941 sqft,"La Vista Residence 3, La vista Residence Silicon Oasis"
"120,000",11793 sqft,"La Cote Tower 2, La Cote, Port De La Mer, La Mer, Jumeirah"
"35,000",11478 sqft,"Al Ramth 15, Al Ramth, Remraam"
"39,990",12790 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"28,500",01410 sqft,"Regina Tower, JVC District 12, Jumeirah Village Circle (JVC)"
"65,000",12761 sqft,Marina Pinnacle Marina
"60,000",11766 sqft,"Al Ghozlan 2, Al Ghozlan, The Greens"
"41,000",12900 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"42,000",11579 sqft,"Zahra Breeze Apartments 3A, Zahra Breeze Apartments, Town Square"
"185,000","221,186 sqft",5242 Towers Marina
"28,000",01513 sqft,"Cleopatra Tower, Living Legendsland"
"80,000","232,100 sqft","Hassani 23, Nad Al Hamar"
"34,000",12850 sqft,"Hassani Building 19, Al Nahda 2, Al Nahda (Dubai)"
"30,000",21670 sqft,"MAG 520, Mag 5 Boulevard South"
"220,000","342,224 sqft","Jash Hamad, Shoreline Apartments, Palm Jumeirah"
"65,000",12670 sqft,"Merano Tower, Business Bay"
"75,000",12617 sqft,"Bellevue Tower 1, Bellevue Towers, Downtown Dubai"
"500,000","452,816 sqft","Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"59,000",11476 sqft,Collective Hills Estate
"55,000","221,009 sqft","Al Ramth 55, Al Ramth, Remraam"
"140,000","231,255 sqft",Cayan Tower Marina
"85,000",12896 sqft,Marina Sail Marina
"38,000",11628 sqft,"Lawnz by Danube, International City"
"90,000","121,097 sqft",Marina Sail Marina
"35,000",01376 sqft,"Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC)"
"53,999",11785 sqft,Marina Park Marina
"37,000",11668 sqft,"Al Ramth 43, Al Ramth, Remraam"
"31,990",01376 sqft,"Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC)"
"105,000",12828 sqft,"Silverene Tower A, Silverene Marina"
"90,000",12609 sqft,"Silverene Tower A, Silverene Marina"
"70,000","231,368 sqft",Stadium Point Sports City
"54,999",12866 sqft,"Azizi Orchid, Al Furjan"
"125,000","231,664 sqft","Al Seef Tower 3, JLT Cluster U (Al Seef Towers), Jumeirah Lake Towers (JLT)"
"65,000",11796 sqft,"Eaton Place, JVC District 15, Jumeirah Village Circle (JVC)"
"70,000",12788 sqft,"Wilton Terraces 1, Sobha Hartland, Mohammed Bin Rashid City"
"22,000",01484 sqft,"J-04, Morocco Cluster, International City"
"37,000",12712 sqft,The Gate Residence 2 Residence Complex
"195,000","332,340 sqft","Park Place Tower, Sheikh Zayed Road"
"26,000",01343 sqft,"Palace Tower 2, Palace Towers Silicon Oasis"
"72,000",12755 sqft,"Euro Residence, Barsha Heights (Tecom)"
"38,000",12629 sqft,"Lawnz by Danube, International City"
"215,000","221,140 sqft","Sunrise Bay, EMAAR Beachfront Harbour"
"58,000",12907 sqft,"Bennett House 2, Bennett House, Uptown Motor City, Motor City"
"45,000",12855 sqft,"Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC)"
"60,000",12678 sqft,"Dream Tower 1, Dream Towers Marina"
"110,000","231,331 sqft",Elite Residence Marina
"320,000","331,939 sqft","Burj Vista 1, Burj Vista, Downtown Dubai"
"95,000","221,045 sqft","Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"57,000",11767 sqft,"Al Alka 3, Al Alka, The Greens"
"290,000","341,820 sqft","Boulevard Point, Downtown Dubai"
"31,000",01536 sqft,"Hassani 23, Nad Al Hamar"
"130,000","231,192 sqft","Euro Residence, Barsha Heights (Tecom)"
"110,000","221,303 sqft",Princess Tower Marina
"30,000",01408 sqft,"Carson Tower C, Carson - The Drive, DAMAC Hills"
"360,000","352,184 sqft",Damac Heights Marina
"41,800",12889 sqft,"Hassani 23, Nad Al Hamar"
"120,000",11794 sqft,"La Cote Tower 2, La Cote, Port De La Mer, La Mer, Jumeirah"
"65,000",12885 sqft,"Park One, JVT District 1, Jumeirah Village Triangle (JVT)"
"74,999",11850 sqft,"Sunflower, Al Murooj Complex, DIFC"
"60,000",11803 sqft,"Mudon Views, Mudon"
"79,000","331,696 sqft",Oasis Tower 1 Sports City
"42,000",12957 sqft,"Siena 1, Siena, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC)"
"380,000","342,042 sqft","Opera Grand, Downtown Dubai"
"80,000","231,357 sqft","Azizi Liatris, Al Furjan"
"29,999",01405 sqft,"Carson Tower A, Carson - The Drive, DAMAC Hills"
"65,000",01737 sqft,"Executive Tower J, Executive Towers, Business Bay"
"40,999",12759 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"28,000",01482 sqft,"Lavender 2, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC)"
"335,000","342,259 sqft","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR)"
"70,000",11848 sqft,"Creek Rise 1 Tower, Creek Rise Creek Harbour, The Lagoons"
"45,000",01473 sqft,"Park View Tower, JVC District 14, Jumeirah Village Circle (JVC)"
"32,000",01392 sqft,"Elz Residence, Arjan"
"100,000","342,235 sqft","Astoria Residence, JVC District 11, Jumeirah Village Circle (JVC)"
"160,000","231,314 sqft","Downtown Views, Downtown Dubai"
"190,000","342,710 sqft","Cluster C, The Clusters, Jumeirah Heights"
"49,900",11493 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
